1,https://anturazh.rusff.me,null,false,2,2,5,1852838,1727768104
2,https://aspect.rusff.me,null,false,9,37,0,1851755,1726480160
3,https://serenade.rusff.me,null,false,4,50,0,1853078,1728139578
4,https://rolke.mybb.ru,null,false,39,11,0,564680,1238587935
5,https://memecross.rusff.me,null,false,15,10,0,1851313,1725874349
6,https://badlikeus.rusff.me,null,false,19,18,0,1852738,1727603037
7,https://tothegrave.rusff.me,null,false,7,69,0,1852574,1727360253
8,https://secession.rusff.me,null,false,12,15,0,1851100,1725609669
9,https://nighthuntress.rusff.me,null,false,3,5,0,1853061,1728106916
10,https://zovpiemen.rusff.me,null,false,19,20,0,1707891,1554133305
11,https://so-r.ru,null,false,13,45,0,1852081,1726962457
12,https://swamptown.f-rpg.me,null,false,18,29,0,1852785,1727693173
13,https://romancecclub.rolka.me,null,false,15,7,0,1850036,1723658221
14,https://dis.f-rpg.me,null,false,19,28,0,1763309,1600633572
15,https://mateprima.ru,null,false,10,14,0,1793554,1632698471
16,https://trt.rusff.me,null,false,6,28,0,1846105,1717184981
17,https://barcross.ru,null,false,19,207,0,1780789,1622034626
18,https://abyssus.f-rpg.me,null,false,13,55,0,1849040,1721682018
19,https://warriorsdawn.f-rpg.me,null,false,13,28,0,1850956,1725354393
20,https://wondersofworld.rusff.me,null,false,8,10,0,1849400,1722457382
21,https://moonsonata.rusff.me,null,false,17,40,0,1846179,1717344129
22,https://mayak.f-rpg.me,null,false,24,181,0,1834794,1699230447
23,https://secretsofmermaids.rusff.me,null,false,8,19,0,1848917,1721557699
24,https://inspiration.f-rpg.me,null,false,16,231,0,1850143,1723968873
25,https://cordona.rusff.me,null,false,14,8,0,1850185,1724047020
26,https://vampiresp.rusff.me,null,false,3,14,0,1851425,1725967848
27,https://blackpines.rusff.me,null,false,17,3,1,1850597,1724757909
28,https://tvdsearch.rusff.me,null,false,4,2,4,1851116,1725621558
29,https://heartsclub.rusff.me,null,false,14,72,0,1851128,1725637415
30,https://cwotgoloski.ru,null,false,21,35,0,321293,1213435968
31,https://blackforest.rusff.me,null,false,67,19,0,1810884,1654971144
32,https://testofera.rusff.me,null,false,5,26,0,1850889,1725178478
33,https://phantasmacaelum.ru,null,false,13,9,0,1849329,1722349397
34,https://ourhome.f-rpg.me,null,false,14,32,0,1841654,1711370660
35,https://kicks-and-giggles.ru,null,false,14,160,0,1830251,1690368322
36,https://mmaleficarum.rusff.me,null,false,5,57,0,1850333,1724312246
37,https://hpsleepless.rusff.me,null,false,16,31,0,1849768,1723087396
