1286,https://williamdis.rusff.me,NULL,true,NULL,NULL,NULL,NULL,6,NULL,NULL,6,0,1837083,1703427727
1311,https://cuibono.f-rpg.me,NULL,true,NULL,NULL,NULL,NULL,3,NULL,NULL,1,14,1837604,1704551511
1297,https://newjourney.rusff.me,NULL,true,NULL,NULL,NULL,NULL,2,NULL,NULL,1,15,1837393,1704129509
1595,https://arkania.rolebb.ru,NULL,true,NULL,NULL,NULL,NULL,27,NULL,NULL,0,5,1398715,1427249521
3199,https://anturazh.rusff.me,NULL,false,NULL,NULL,NULL,NULL,2,NULL,NULL,2,5,1852838,1727768104
2027,https://narutoworl.0pk.me,NULL,true,NULL,NULL,NULL,NULL,100,NULL,NULL,3,5,483945,1232130991
1917,https://vkp.rolebb.ru,NULL,true,NULL,NULL,NULL,NULL,1,NULL,NULL,1,5,1831582,1693503733
1160,https://fallofgotham.rolka.me,NULL,true,NULL,NULL,NULL,NULL,58,NULL,NULL,3,5,1008238,1303837701
2823,https://neopangaea.rolevaya.ru,NULL,true,NULL,NULL,NULL,NULL,43,NULL,NULL,2,5,1592927,1492515073
335,https://grishaversesab.ru,NULL,true,NULL,NULL,NULL,NULL,10,NULL,NULL,4,5,1821565,1672930078
1158,https://riverdaleisourfuture.rusff.me,NULL,true,NULL,NULL,NULL,NULL,35,NULL,NULL,3,5,1793472,1632604307
2878,https://whatsupdoc.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,2,5,1849895,1723282274
3058,https://aspect.rusff.me,NULL,false,NULL,NULL,NULL,NULL,9,NULL,NULL,37,0,1851755,1726480160
1417,https://horrorhog.mybb.ru,NULL,true,NULL,NULL,NULL,NULL,20,NULL,NULL,0,5,1225541,1364061868
2804,https://testspb.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,3,15,1849203,1722032862
1507,https://likeitseoul.rusff.me,NULL,true,NULL,NULL,NULL,NULL,7,NULL,NULL,2,5,1673461,1520183901
1603,https://persephone.rusff.me,NULL,true,NULL,NULL,NULL,NULL,18,NULL,NULL,1,5,1793392,1632501843
319,https://ryabina.rusff.me,NULL,true,NULL,NULL,NULL,NULL,17,NULL,NULL,4,5,1821809,1673354064
1604,https://doping.rusff.me,NULL,true,NULL,NULL,NULL,NULL,8,NULL,NULL,0,5,1821684,1673165331
1591,https://warriorscats.1bb.ru,NULL,true,NULL,NULL,NULL,NULL,37,NULL,NULL,3,5,765221,1262549538
1921,https://ssttr.rusff.me,NULL,true,NULL,NULL,NULL,NULL,2,NULL,NULL,1,15,1843058,1713118217
1598,https://damnapple.rusff.me,NULL,true,NULL,NULL,NULL,NULL,13,NULL,NULL,1,15,1841615,1711304655
2546,https://1920s.rusff.me,NULL,true,NULL,NULL,NULL,NULL,6,NULL,NULL,1,6,1846985,1718122735
1601,https://theseaiscalling.rusff.me,NULL,true,NULL,NULL,NULL,NULL,6,NULL,NULL,2,15,1841698,1711440395
2051,https://soscross.rusff.me,NULL,true,NULL,NULL,NULL,NULL,2,NULL,NULL,1,9,1844996,1715366828
2059,https://fogamstest.rusff.me,NULL,true,NULL,NULL,NULL,NULL,3,NULL,NULL,2,5,1845182,1715625299
2011,https://background.rusff.me,NULL,true,NULL,NULL,NULL,NULL,7,NULL,NULL,1,5,1844527,1714640086
1898,https://istanbulreal.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,0,10,1842600,1712595958
1377,https://tvdbones.rusff.me,NULL,true,NULL,NULL,NULL,NULL,5,NULL,NULL,0,14,1838239,1705862432
1392,https://fantasticbeasts.f-rpg.me,NULL,true,NULL,NULL,NULL,NULL,6,NULL,NULL,2,9,1838319,1706032157
1333,https://williampr.rusff.me,NULL,true,NULL,NULL,NULL,NULL,2,NULL,NULL,1,15,1837878,1705077905
1421,https://dct9ams.rusff.me,NULL,true,NULL,NULL,NULL,NULL,2,NULL,NULL,0,15,1838632,1706657226
2901,https://tstcharmed.rusff.me,NULL,true,NULL,NULL,NULL,NULL,3,NULL,NULL,0,14,1850163,1724010544
2432,https://creiamobellezza.mybb.ru,NULL,true,NULL,NULL,NULL,NULL,112,NULL,NULL,12,0,1781283,1622884065
1606,https://reflective.rusff.me,NULL,true,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,0,1821556,1672917558
1121,https://whalesong.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,1,5,1835041,1699785784
1289,https://hogwarts.funbb.ru,NULL,true,NULL,NULL,NULL,NULL,72,NULL,NULL,1,5,1778899,1619334890
1290,https://stubborn.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,1,5,1798491,1639156991
2957,primaltotem.hstn.me,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
1296,https://awesome.f-rpg.me,NULL,true,NULL,NULL,NULL,NULL,14,NULL,NULL,3,5,1414390,1430406874
1575,https://likedusttest.rusff.me,NULL,true,NULL,NULL,NULL,NULL,5,NULL,NULL,2,13,1840830,1710430735
2643,https://ttn29.rusff.me,NULL,true,NULL,NULL,NULL,NULL,6,NULL,NULL,0,5,1847395,1718887364
1223,https://thelegendofmidlleearth.f-rpg.me,NULL,true,NULL,NULL,NULL,NULL,10,NULL,NULL,0,15,1836298,1702570271
1943,https://tilmorning.rusff.me,NULL,true,NULL,NULL,NULL,NULL,7,NULL,NULL,3,5,1843699,1713644596
1939,https://littledarkage.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,2,5,1843534,1713455835
3218,https://serenade.rusff.me,NULL,false,NULL,NULL,NULL,NULL,4,NULL,NULL,50,0,1853078,1728139578
318,https://nmare.rusff.me,NULL,true,NULL,NULL,NULL,NULL,8,NULL,NULL,3,5,1832188,1695029718
2924,https://gestaltcross.rusff.me,NULL,true,NULL,NULL,NULL,NULL,4,NULL,NULL,1,15,1850282,1724192371
2482,https://cuteone.rusff.me,NULL,true,NULL,NULL,NULL,NULL,14,NULL,NULL,1,5,1815497,1661854381
2483,https://tlr.rusff.me,NULL,true,NULL,NULL,NULL,NULL,15,NULL,NULL,1,5,1812964,1658164260
2733,https://maraudersend.rusff.me,NULL,true,NULL,NULL,NULL,NULL,17,NULL,NULL,2,5,1812374,1657375313
2734,https://revivaltest.rolbb.me,NULL,true,NULL,NULL,NULL,NULL,8,NULL,NULL,1,5,1818808,1667574890
3220,https://rolke.mybb.ru,NULL,false,NULL,NULL,NULL,NULL,39,NULL,NULL,11,0,564680,1238587935
